Title,Description,Issue ID,URL,State,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent,Epic ID,Epic Title
Informationen in der Tabvorschau anpassen,"## User Story

### Beschreibung:

**Als** Nutzer

**möchte ich** auf der Website die korrekten Überschriften auch im Tab finden.

**um** auf der Seite zurechtzukommen.

### Weitere Notizen

- Zum einen Wird das React-Logo im Tab angezeigt, das sollte zum LSN Logo geändert werden.
- Ebenfalls ist der Titel im Tab noch der Standard Text, dieser sollte angepasst werden.
- ![grafik](/uploads/85cd8f4a0346fb8d9a0d9a86ddf067ef/grafik.png)
- Der Titel Jobportal steht einfach so auf der Seite und sie nicht richtig gestyled. Entweder entfernen oder an die Seite anpassen.
- ![grafik](/uploads/6f46540157290f738b9a0b0236b53530/grafik.png)

### Akzeptanzkriterien

1. Das lSN Icon wird im Tab angezeigt
2. Ein passender Titel wird im Tab angezeigt
3. Die Überschrift Jobportal wurde angepasst oder entfernt
4. 

### Testfälle (Nur von QA abhaken)

- [x] Testfall 1: 'Jobprotal' wird gelöscht, Icon wird ersetzt
- [x] Testfall 2: Jobs sind linksbündig

### Testprotokoll

Tester\*in: Junyu Guo

Datum: 02.07.2024

| Testfall | Erwartetes Ergebnis | Tatsächliches Ergebnis | Status | Anmerkungen |
|----------|---------------------|------------------------|--------|-------------|
| 1 | 'Jobprotal' wird gelöscht, Icon wird ersetzt | 'Jobprotal' wird gelöscht, Icon wird ersetzt | bestanden | \- |
| 2 | Jobs sind linksbündig | Jobs sind linksbündig | bestanden | \- |",331,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/331,Closed,Max Mager,max.mager,Artem Zakharevych,artem.zakharevych,No,No,,2024-06-26 13:35:53,2024-07-11 17:08:48,2024-07-11 17:08:48,Abgabe 3,2,"Team::FrontEnd,User Story",0,23400,,
Abgabe 3,"## User Story

### Beschreibung:  
**Als** Team

**möchten wir** eine vollständige Abgabe schaffen

**um** eine faire Bewertung zu erhalten.

### weitere Notizen:
- https://bildungsportal.sachsen.de/opal/auth/RepositoryEntry/44065390597/CourseNode/1655755627475665003

### Akzeptanzkriterien

siehe Child-Tasks


### Testfälle (Nur von QA abhaken)
- [ ] Testfall 1
- [ ] Testfall 2

### Testprotokoll

<details>

| Testfall | Erwartetes Ergebnis | Tatsächliches Ergebnis | Status | Anmerkungen |
|----------|----------|----------|----------|----------|
| Test     |          |          |          |          |
| Test     |          |          |          |          |
| Test     |          |          |          |          |

</details>",332,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/332,Closed,Max Mager,max.mager,"Max Mager, Marie Schwabe","max.mager, marie.schwabe",No,No,,2024-06-26 13:47:02,2024-07-19 15:29:43,2024-07-19 15:29:43,Abgabe 3,5,"Team::FullStack,User Story",0,1800,,
Video zur Vorstellung des Projekts,"## User Story

### Beschreibung:  
**Als** Team

**möchten wir** ein Video zu unserem Projekt haben

**um** eine gute Bewertung zu erreichen und unser Projekt präsentieren zu können

### Weitere Notizen
- Dinge wie Motivation, Umsetzung etc. sind bei allen 3 Präsentationsformen gleich (Poster #334, Video, #333 und Projektsteckbrief #337 )
- Daher sollte zusammengearbeitet werden, um ein einheitliches Ergebnis zu erreichen und doppelte Arbeit einzusparen
-https://bildungsportal.sachsen.de/opal/auth/RepositoryEntry/44065390597/CourseNode/1687314756032503004

### Akzeptanzkriterien

1. Hinweise und Anforderungen in Opal umgesetzt


### Testfälle (Nur von QA abhaken)
- [ ] Testfall 1
- [ ] Testfall 2

### Testprotokoll

<details>

| Testfall | Erwartetes Ergebnis | Tatsächliches Ergebnis | Status | Anmerkungen |
|----------|----------|----------|----------|----------|
| Test     |          |          |          |          |
| Test     |          |          |          |          |
| Test     |          |          |          |          |

</details>",333,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/333,Closed,Max Mager,max.mager,"Vladislav Antonov, Lam Nguyen, Robert Hobelsberger, Batbuyan Buyandelger","vladislav.antonov, lam.nguyen, robert.hobelsberger, batbuyan.buyandelger",No,No,,2024-06-26 13:55:53,2024-07-19 14:49:13,2024-07-19 14:49:13,Abgabe 3,13,"Team::FullStack,User Story",0,150900,,
Poster zur Vorstellung des Projektes,"## User Story

### Beschreibung:

**Als** Team

**möchten wir** ein Poster zu dem Projekt abgeben

**um** eine gute Bewertung zu erreichen und unser Projekt präsentieren zu können

### Weitere Notizen

- Dinge wie Motivation, Umsetzung etc. sind bei allen 3 Präsentationsformen gleich (Poster #334, Video, #333 und Projektsteckbrief #337 )
- Daher sollte zusammengearbeitet werden, um ein einheitliches Ergebnis zu erreichen und doppelte Arbeit einzusparen
- https://bildungsportal.sachsen.de/opal/auth/RepositoryEntry/44065390597/CourseNode/1656297004867364010

### Akzeptanzkriterien

1. Hinweise und Anforderungen in Opal umgesetzt

### Testfälle (Nur von QA abhaken)

- [ ] Testfall 1
- [ ] Testfall 2

### Testprotokoll

<details>
<summary>

| Testfall | Erwartetes Ergebnis | Tatsächliches Ergebnis | Status | Anmerkungen |
|----------|---------------------|------------------------|--------|-------------|
| Test |  |  |  |  |
| Test |  |  |  |  |
| Test |  |  |  |  |

</summary></details>

### Design

Orientierung am LSN Design, das Handbuch dazu befindet sich in discord im Frontend Thread. Zur Erstellung von Diagrammen bietet sich Canva an. Bitte dabei die LSN Farben beachten. Außerdem würde ich für Details gerne HeroIcons benutzen, da wir die auch für die Website benutzen.

 https://www.canva.com/

https://heroicons.com/",334,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/334,Closed,Max Mager,max.mager,"Ilyass Essar Rhini, Junyu Guo, Mahmod Qobty (Mahamid), Dominique Fischer","ilyass.essar_rhini, junyu.guo, mahmod.qobty_mahamid, dominique.fischer",No,No,,2024-06-26 13:56:19,2024-07-19 14:49:24,2024-07-19 14:49:24,Abgabe 3,8,"Team::FullStack,User Story",0,50400,,
Issues für zweiten Sprint in Abgabe 3 erstellt,"Als Team benötigen wir Issues, damit wir wissen welche Aufgaben wir bearbeiten sollen.

Akzeptanzkriterien: 
- es gibt genug potenzielle Aufgaben für den nächsten Sprint",335,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/335,Closed,Max Mager,max.mager,Max Mager,max.mager,No,No,,2024-06-27 05:22:23,2024-06-27 05:23:22,2024-06-27 05:23:14,Abgabe 3,3,"Spike,Team::FullStack",0,10800,,
Frontend umstrukturieren,"## Technical Debt

### Beschreibung:
Aufgrund der aktuellen Struktur ist das Frontend unübersichtlich, weil Funktionen in den Komponenten definiert werden.
Außerdem ist die Komponente JobList zu umfangreich.

### Auswirkungen
Dadurch das die Funktionen in den Komponenten sind, lassen sie sich schwierig testen.
Zu große Komponenten sind außerdem unübersichtlich und begrenzt modular.

### Lösungsvorschläge
1. Auslagern der Funktionen
2. Aufsplitten der JobList Komponente in zwei Komponenten",336,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/336,Closed,Max Mager,max.mager,"Artem Zakharevych, Dominique Fischer","artem.zakharevych, dominique.fischer",No,No,,2024-06-27 05:31:16,2024-07-11 17:08:40,2024-07-11 17:08:40,Abgabe 3,5,"Team::FrontEnd,Technical Debt",0,15600,,
Erstellung Projektsteckbriefs,"## User Story

### Beschreibung:  
**Als**  Team

**möchten wir** einen vollständigen Projektsteckbrief abgeben

**um** eine gute Bewertung zu erhalten

### Weitere Notizen
- Dinge wie Motivation, Umsetzung etc. sind bei allen 3 Präsentationsformen gleich (Poster #334, Video, #333 und Projektsteckbrief #337 )
- Daher sollte zusammengearbeitet werden, um ein einheitliches Ergebnis zu erreichen und doppelte Arbeit einzusparen
- https://bildungsportal.sachsen.de/opal/auth/RepositoryEntry/44065390597/CourseNode/1655755627475665003

### Akzeptanzkriterien

1. Alle Hinweise in Opal wurden beachtet

### Testfälle (Nur von QA abhaken)
- [ ] Testfall 1
- [ ] Testfall 2

### Testprotokoll

<details>

| Testfall | Erwartetes Ergebnis | Tatsächliches Ergebnis | Status | Anmerkungen |
|----------|----------|----------|----------|----------|
| Test     |          |          |          |          |
| Test     |          |          |          |          |
| Test     |          |          |          |          |

</details>",337,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/337,Closed,Max Mager,max.mager,"Thorben Dirk Stehling, Louis Westerheide","thorben_dirk.stehling, louis.westerheide",No,No,,2024-06-27 06:19:28,2024-07-19 14:49:24,2024-07-19 14:49:24,Abgabe 3,8,"Team::FullStack,User Story",0,10800,,
titel entfernen,,338,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/338,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-06-27 14:41:35,2024-07-11 19:04:29,2024-07-11 19:04:29,Abgabe 3,,,0,0,,
reactlogo durch lsn logo ersetzen,,339,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/339,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-06-27 14:41:52,2024-07-11 17:39:20,2024-07-11 17:39:20,Abgabe 3,,,0,0,,
einzelne Jobs linksbündig machen,,340,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/340,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-06-27 14:42:55,2024-07-11 17:39:27,2024-07-11 17:39:27,Abgabe 3,,,0,0,,
Employer mit Haupt URLs in DB aufnehmen (evtl. erstmal per Migration),,341,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/341,Closed,Vladislav Antonov,vladislav.antonov,"","",No,No,,2024-06-27 14:45:15,2024-07-05 13:34:57,2024-07-05 13:34:57,Abgabe 3,,,0,0,,
jobtitel container verbreitern/besser formatieren,,342,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/342,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-06-27 14:46:23,2024-07-11 19:03:56,2024-07-11 19:03:56,Abgabe 3,,,0,0,,
Titelbreite im Dialogfenster verkleinern (damit exit button immer sichtbar),,343,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/343,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-06-27 14:47:04,2024-07-11 19:04:00,2024-07-11 19:04:00,Abgabe 3,,,0,0,,
Unter URL Ermittlungs Funktion bereitstellen (KI/Algorightmus | XML Sitemap oder Cheerio),,344,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/344,Closed,Vladislav Antonov,vladislav.antonov,"","",No,No,,2024-06-27 14:47:23,2024-07-05 13:35:06,2024-07-05 13:35:06,Abgabe 3,,,0,0,,
"Übergabe Unterlinks an Scraper Funktion, welche nun ein Array an Unterlinks erhält",,345,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/345,Closed,Vladislav Antonov,vladislav.antonov,"","",No,No,,2024-06-27 14:49:17,2024-07-05 13:35:12,2024-07-05 13:35:12,Abgabe 3,,,0,0,,
jobinterface anpassen,,346,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/346,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-06-27 14:49:55,2024-07-11 19:04:10,2024-07-11 19:04:10,Abgabe 3,,,0,0,,
"funktion schreiben, die description aus job objekt holt",,347,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/347,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-06-27 14:50:16,2024-07-11 19:04:14,2024-07-11 19:04:14,Abgabe 3,,,0,0,,
"neue useState anlegen, die description zustand verwaltet",,348,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/348,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-06-27 14:50:41,2024-07-11 19:04:24,2024-07-11 19:04:24,Abgabe 3,,,0,0,,
description an dialof componente übergeben,,349,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/349,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-06-27 14:51:05,2024-07-11 19:05:45,2024-07-11 19:05:45,Abgabe 3,,,0,0,,
fallback falls früher fertig als entsprechender backendteil noch nicht fertig,,350,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/350,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-06-27 14:52:29,2024-07-11 19:05:48,2024-07-11 19:05:48,Abgabe 3,,,0,0,,
"OpenAI TS Datei anpassen, um erweiterung der Beschreibungs Extraktion",,351,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/351,Closed,Vladislav Antonov,vladislav.antonov,"","",No,No,,2024-06-27 14:53:13,2024-07-11 19:05:57,2024-07-11 19:05:57,Abgabe 3,,,0,0,,
JSON Validation der Response prüfen und an Beschreibung anpassen,,352,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/352,Closed,Vladislav Antonov,vladislav.antonov,"","",No,No,,2024-06-27 14:54:42,2024-07-15 19:01:06,2024-07-15 19:01:06,Abgabe 3,,,0,0,,
falls link nicht vorhanden fallback einbauen,,353,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/353,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-06-27 14:56:08,2024-07-15 19:01:11,2024-07-15 19:01:11,Abgabe 3,,,0,0,,
Anpassung an Email Validation,,354,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/354,Closed,Vladislav Antonov,vladislav.antonov,"","",No,No,,2024-06-27 14:56:19,2024-07-15 19:01:21,2024-07-15 19:01:21,Abgabe 3,,,0,0,,
DB Schema Plan erstellen mit Relationships,"## User Story

### Beschreibung:  
**Als** Team

**möchte ich** einen zentralen Plan haben, wie die einzelnen Entitäten in Beziehung stehen und welche Attribute diese haben.

**um** um bei der Entwicklung oder Anpassungen besser voranzukommen.

### Weitere Notizen
- keine",355,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/355,Closed,Vladislav Antonov,vladislav.antonov,Vladislav Antonov,vladislav.antonov,No,No,,2024-06-29 13:36:13,2024-07-11 17:08:34,2024-07-11 17:08:34,Abgabe 3,4,User Story,0,7200,,
Zusammenführen der Validation,"## User Story

### Beschreibung:  
**Als** Organisation 

**möchte ich**, dass korrekte Stellen präsentiert werden.

**um** keine Fehlinformationen zu veröffentlichen.

### Weitere Notizen
- Die einzelnen Bestandteile der Validation müssen zusammengeführt werden, damit diese automatisch funktioniert.
- Dazugehören die: #270 #276 #269 
- Die Funktionen sind schon durch die oben genannten Issues erstellt worden. Sie sollen nur noch zusammengeführt werden.

### Akzeptanzkriterien

1. Wenn eine Stelle durch den Webcrawler initial erstellt wurde, wird automatisch eine E-Mail versandt.
2. Wenn eine Antwort auf diese E-Mail ankommt wird diese ausgewertet und wenn alles richtig ist, wird die Stelle bestätgit in der Datenbank.
3. Falls es eine Falsche Extraktion gab, wird es entsprechend angepasst.

### Testfälle (nur von QA abhacken)
- [x] Eine E-Mail mit dem Jobtitel und der Beschreibung wurde gesendet. Bei Bedarf wurde auf Anpassungen geantwortet, diese wurden bearbeitet und neu gespeichert. Eine Bestätigungs-E-Mail wurde an den Kunden gesendet.
- [x] https://recruitingapp-5128.de.umantis.com/Vacancies/3020/Description/1
- [x] https://recruitingapp-5128.de.umantis.com/Vacancies/3021/Description/2
### Testprotokoll

<details>

| Testfall | Erwartetes Ergebnis | Tatsächliches Ergebnis | Status | Anmerkungen |
|----------|----------|----------|----------|----------|
| 1     | Ein falscher Jobtitel oder eine falsche Beschreibung werden angepasst und diese Änderungen in die Datenbank übernommen. Eine Bestätigungs-E-Mail wird an den Kunden gesendet.           |Anpassungen wurden in der Datenbank gespeichert und eine Bestaetigungsemail wurde gesendett          |   Bestanden       |    -      |
| 2    | Jobtitel (Test 2) Beschreibung (Hello 2), Bestaetignungs Email senden    | Jobtitel: Test 2, Beschreibung: Hello 2, der Kund kriegt eine Bestaetigungsemail        |     Bestanden     |   -       |
| 3     |    Jobtitel (Test World) Beschreibung (Hello Beschreibung), Bestaetignungs Email senden       | Jobtitel: Hello World, Beschreibung: Hello Bescchreibung, der Kund kriegt eine Bestaetigungsemail       |   Bestanden       |  -        |
</details>",357,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/357,Closed,Max Mager,max.mager,Batbuyan Buyandelger,batbuyan.buyandelger,No,No,,2024-07-01 10:29:24,2024-07-11 17:08:58,2024-07-11 17:08:58,Abgabe 3,8,"Team::BackEnd,User Story",0,10200,,
Typen Anpassen von #264,"## Technical Debt

### Beschreibung:
Wir wollen korrekte Typendeklaration benutzen.

### Auswirkungen
ESLint gibt sonst Fehler, Außerdem geht der Test nicht mehr, da die Typen nicht mehr übereinstimmen.

### Lösungsvorschläge
1. Typen hinzufügen

**Siehe related issues  #264 **",358,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/358,Closed,Max Mager,max.mager,Max Mager,max.mager,No,No,,2024-07-01 11:31:33,2024-07-11 17:08:46,2024-07-11 17:08:46,Abgabe 3,2,"Team::BackEnd,Technical Debt",0,12000,,
Build-Test Pipeline Bug Behebung,"## Bug Report

### Beschreibung:
Die Build-Test Pipeline funktioniert nicht wie gewünscht.

### Umgebung
- Gitlab

### Schritte zur Reproduktion des Bugs
1. Starte einen merge auf den Main
2. Pipeline wird ausgeführt, obwohl sie es nicht sollte

### Erwartetes Verhalten
Die Build-Test Pipeline sollte nicht ausgeführt werden

### Tatsächliches Verhalten
Die Build-Test Pipeline wird ausgeführt

### Nachweise
nicht vorhanden",359,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/359,Closed,Louis Westerheide,louis.westerheide,Louis Westerheide,louis.westerheide,No,No,,2024-07-02 14:05:26,2024-07-16 19:20:04,2024-07-02 15:29:06,Abgabe 3,1,"Bug,Team::DevOps",0,3600,,
ETag Funktion anpassen,,362,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/362,Closed,Robert Hobelsberger,robert.hobelsberger,"","",No,No,,2024-07-02 15:16:55,2024-07-05 13:35:18,2024-07-05 13:35:18,Abgabe 3,,,0,0,,
Integration Test erstellen,,363,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/363,Closed,Robert Hobelsberger,robert.hobelsberger,"","",No,No,,2024-07-02 15:17:12,2024-07-06 16:44:25,2024-07-06 16:44:25,Abgabe 3,,,0,0,,
Approval Gate,"## User Story

### Beschreibung:  
**Als** Team

**möchte ich** Das auch nur wenn Qa zustimmt bei MRs, der MR auf dem main durhcgeführt werden kann

**um** nicht versheentlich vor den tests einen MR auf den main zu bringen.

### Akzeptanzkriterien

1. QA Mitglieder sind in einer Gruppe
2. Werden vom System aus als Approver bei MRs hinzugefügt",364,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/364,Closed,Vladislav Antonov,vladislav.antonov,Louis Westerheide,louis.westerheide,No,No,,2024-07-02 16:41:42,2024-07-16 19:19:42,2024-07-11 08:57:07,Abgabe 3,13,Team::DevOps,0,3600,,
Backend Container fehlerhaftes Starten,"## Bug Report

### Beschreibung:
Manchmal wird beim Ausführen des podman-compose Befehls über die Pipeline das Backend nicht richtig gestartet.
Genauer: Es wird gestartet, wartet auch auf das Starten des DB Containers, startet dann aber leicht zu früh, kann somit nicht verbinden.

### Umgebung
- **Betriebssystem:** Linux

### Schritte zur Reproduktion des Bugs
1. Release Pipeline ausführen
2. Per podman ps gucken, welche Container laufen

### Erwartetes Verhalten
Backend sollte richtig gestartet werden.

### Tatsächliches Verhalten
Backend wird gestartet, bricht sich aber ab, da DB Container noch nicht lange genug lebt",365,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/365,Closed,Louis Westerheide,louis.westerheide,Louis Westerheide,louis.westerheide,No,No,,2024-07-04 14:59:07,2024-07-11 17:20:26,2024-07-07 13:16:46,Abgabe 3,2,"Bug,Team::DevOps",0,3600,,
OpenAi.unit.test mit anpassen,,366,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/366,Closed,Marie Schwabe,marie.schwabe,"","",No,No,,2024-07-04 15:03:04,2024-07-15 19:01:38,2024-07-15 19:01:38,Abgabe 3,,,0,0,,
Unit-Tests anpassen,,367,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/367,Closed,Robert Hobelsberger,robert.hobelsberger,"","",No,No,,2024-07-05 13:35:58,2024-07-06 09:00:16,2024-07-06 09:00:16,Abgabe 3,,,0,0,,
Screenshot einer Stelle (Dialogfenster),,369,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/369,Closed,Dominique Fischer,dominique.fischer,Junyu Guo,junyu.guo,No,No,,2024-07-11 16:01:09,2024-07-12 16:18:23,2024-07-12 16:18:23,Abgabe 3,,,0,0,,
"Überlegen, was wir für ein Diagramm bauen wollen",,370,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/370,Closed,Dominique Fischer,dominique.fischer,"","",No,No,,2024-07-11 16:01:31,2024-07-14 10:41:29,2024-07-14 10:41:29,Abgabe 3,,,0,0,,
Diagramm umsetzen,,371,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/371,Closed,Dominique Fischer,dominique.fischer,"Junyu Guo, Dominique Fischer","junyu.guo, dominique.fischer",No,No,,2024-07-11 16:01:39,2024-07-19 15:34:24,2024-07-19 15:34:24,Abgabe 3,,,0,0,,
grobes Posterdesign anlegen,,372,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/372,Closed,Dominique Fischer,dominique.fischer,Dominique Fischer,dominique.fischer,No,No,,2024-07-11 16:02:01,2024-07-19 15:34:22,2024-07-19 15:34:22,Abgabe 3,,,0,0,,
projekt_L2.txt abgegeben,,373,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/373,Closed,Marie Schwabe,marie.schwabe,Max Mager,max.mager,No,No,,2024-07-11 16:02:12,2024-07-19 15:21:33,2024-07-19 15:21:33,Abgabe 3,,,0,0,,
sprint3.adoc erstellt,,374,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/374,Closed,Marie Schwabe,marie.schwabe,Marie Schwabe,marie.schwabe,No,No,,2024-07-11 16:02:23,2024-07-11 16:11:06,2024-07-11 16:11:06,Abgabe 3,,,0,0,,
1 und 2 aus sprint2.adoc kopieren,,375,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/375,Closed,Marie Schwabe,marie.schwabe,Marie Schwabe,marie.schwabe,No,No,,2024-07-11 16:02:31,2024-07-11 16:15:49,2024-07-11 16:15:49,Abgabe 3,,,0,0,,
3. aus sprint2.adoc kopieren und neue Funktionalitäten beschreiben/ erklären.,,376,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/376,Closed,Marie Schwabe,marie.schwabe,Vladislav Antonov,vladislav.antonov,No,No,,2024-07-11 16:02:49,2024-07-16 13:48:58,2024-07-16 13:48:58,Abgabe 3,,,0,0,,
4. kopieren und evtl ergänzen,,377,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/377,Closed,Marie Schwabe,marie.schwabe,Max Mager,max.mager,No,No,,2024-07-11 16:03:01,2024-07-16 13:49:53,2024-07-16 13:49:53,Abgabe 3,,,0,0,,
5. zusammentragen und notieren,,378,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/378,Closed,Marie Schwabe,marie.schwabe,Marie Schwabe,marie.schwabe,No,No,,2024-07-11 16:03:13,2024-07-16 14:11:32,2024-07-16 14:11:32,Abgabe 3,,,0,0,,
Roles and Responsibilities aktualisieren,,379,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/379,Closed,Marie Schwabe,marie.schwabe,Max Mager,max.mager,No,No,,2024-07-11 16:03:20,2024-07-15 19:59:03,2024-07-15 19:59:03,Abgabe 3,,,0,0,,
Project description aktualisieren,,380,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/380,Closed,Marie Schwabe,marie.schwabe,Max Mager,max.mager,No,No,,2024-07-11 16:03:25,2024-07-15 19:58:58,2024-07-15 19:58:58,Abgabe 3,,,0,0,,
Follow-up-Register aktualisieren,,381,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/381,Closed,Marie Schwabe,marie.schwabe,"Max Mager, Marie Schwabe","max.mager, marie.schwabe",No,No,,2024-07-11 16:03:31,2024-07-16 14:51:23,2024-07-16 14:51:23,Abgabe 3,,,0,0,,
"überlegen, welche informationen dargestellt werden sollen (vllt aus Louis Steckbrief extrahieren)",,382,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/382,Closed,Dominique Fischer,dominique.fischer,"Ilyass Essar Rhini, Mahmod Qobty (Mahamid)","ilyass.essar_rhini, mahmod.qobty_mahamid",No,No,,2024-07-11 16:03:32,2024-07-19 15:34:19,2024-07-19 15:34:19,Abgabe 3,,,0,2400,,
Challenge-Register aktualisieren,,383,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/383,Closed,Marie Schwabe,marie.schwabe,"Max Mager, Marie Schwabe","max.mager, marie.schwabe",No,No,,2024-07-11 16:03:35,2024-07-16 14:53:30,2024-07-16 14:53:30,Abgabe 3,,,0,0,,
Health-Register aktualisieren,,384,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/384,Closed,Marie Schwabe,marie.schwabe,Max Mager,max.mager,No,No,,2024-07-11 16:03:40,2024-07-15 19:59:07,2024-07-15 19:59:07,Abgabe 3,,,0,0,,
sprint3-Tag setzen,,385,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/385,Closed,Marie Schwabe,marie.schwabe,Max Mager,max.mager,No,No,,2024-07-11 16:04:21,2024-07-19 15:29:35,2024-07-19 15:29:35,Abgabe 3,,,0,0,,
Projektsteckbrief als md in Root-Repository ablegen und in sprint3.adoc verlinken,,386,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/386,Closed,Marie Schwabe,marie.schwabe,Max Mager,max.mager,No,No,,2024-07-11 16:06:10,2024-07-19 15:21:55,2024-07-19 15:21:55,Abgabe 3,,,0,0,,
10. Link zum SonarQube-Projekt,,387,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/387,Closed,Marie Schwabe,marie.schwabe,Max Mager,max.mager,No,No,,2024-07-11 16:06:36,2024-07-19 14:51:49,2024-07-19 14:51:49,Abgabe 3,,,0,0,,
Issues vom aktuellen Sprint in Repo,,388,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/388,Closed,Marie Schwabe,marie.schwabe,Max Mager,max.mager,No,No,,2024-07-11 16:09:18,2024-07-19 14:51:55,2024-07-19 14:51:55,Abgabe 3,,,0,0,,
